FOLIO,SEXO_ENCUESTADO,EDAD_ENCUESTADO,P1_5,P2_4,P2_5,P2_6_SUMA_SEMANALES_EST,P2_8,P2_10_F,P2_10_G,P2_13,P3_16,P3_17,P5_2_A_1,P5_2_B_1,P5_2_C_1,P5_2_D_1,P5_2_E_1,P5_3_A,P5_3_B,P5_3_C,P5_3_D,P5_3_E,P6_1_A,P6_1_B,P6_1_C,P6_1_D,P6_2,P6_3_HORAS,P6_3_MIN,P6_4,P6_5_HORAS,P6_5_MIN,P6_6,P6_7_HORAS,P6_7_MIN,P6_8_HORAS,P6_8_MIN,P6_12,P6_13,P6_14,P6_16,P6_18,P6_30_A_1,P6_30_A_2,P6_30_B_1,P6_30_B_2,P6_30_C_1,P6_30_C_2,P6_30_D_1,P6_30_D_2,P6_30_E_1,P6_30_E_2,P6_30_F_1,P6_30_F_2,P6_30_G_1,P6_30_G_2,P6_30_H_1,P6_30_H_2,O6_3,O6_5,O6_7,O6_8
1.0,H,38,10,1,1,48,1,4,4,2,2,7,0,0,0,0,0,0,0,0,0,0,4,3,4,2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,2,3,3,1,1,1,5,1,1,1,2,1,6,3,6,2,2,1,0.0,0.0,0.0,0.0
2.0,M,48,10,1,1,40,1,5,5,1,2,6,1,0,0,0,0,0,0,0,0,0,3,2,2,2,0.0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1,1,4,1,0,2,1,1,1,7,1,1,1,3,2,5,1,6,1,7,2,0.0,0.0,0.0,0.0
3.0,H,38,10,3,1,36,0,5,4,3,2,6,0,0,0,1,0,0,0,0,0,0,3,2,2,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,2,2,3,1,2,2,3,3,1,2,1,0,2,1,3,1,1,1,0.0,0.0,0.0,0.0
4.0,M,59,1,1,1,70,0,5,5,3,2,6,1,0,0,0,0,1,0,0,0,0,4,4,3,3,0.0,0,0,0,0,0,2,0.0,10.0,2.0,0.0,1,1,1,1,0,3,2,1,1,6,2,1,1,6,2,7,1,7,2,7,1,0.0,0.0,0.3333333333333333,14.0
5.0,M,60,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,4,0.0,30.0,2.0,20.0,0,0,4,1,0,7,1,2,1,3,1,1,1,5,1,6,2,7,2,7,3,0.0,0.0,2.0,16.333333333333336
6.0,H,40,10,1,4,48,1,3,3,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,20.0,1.0,20.0,0,0,1,2,1,7,1,2,1,5,1,1,1,3,1,7,2,7,2,7,2,0.0,0.0,9.333333333333332,9.333333333333332
7.0,H,65,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,20.0,1.0,20.0,0,0,4,1,0,5,1,1,1,4,1,1,1,5,2,6,1,7,1,7,3,0.0,0.0,9.333333333333332,9.333333333333332
8.0,H,50,10,1,1,35,0,5,5,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3.0,1,20,5,0,30,7,2.0,30.0,1.0,30.0,0,0,1,2,1,5,1,2,1,6,1,1,1,6,2,7,1,7,2,7,3,4.0,2.5,17.5,10.5
9.0,H,20,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,3.0,20.0,4.0,30.0,0,1,1,1,0,7,1,2,1,3,3,1,1,3,2,6,2,7,2,7,3,0.0,0.0,23.333333333333336,31.5
10.0,M,48,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,0.0,30.0,1.0,20.0,0,0,4,1,0,7,1,2,1,4,1,1,1,6,1,7,1,7,2,7,4,0.0,0.0,3.5,9.333333333333332
11.0,H,60,10,9,9,0,0,9,9,9,2,6,1,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,4,0.0,20.0,2.0,20.0,0,0,4,1,0,7,1,2,1,4,2,1,1,1,2,5,2,7,2,7,2,0.0,0.0,1.3333333333333333,16.333333333333336
12.0,H,39,10,1,4,48,2,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5.0,4,0,0,0,0,7,1.0,30.0,1.0,20.0,0,1,1,2,1,5,1,2,1,4,1,1,1,6,2,7,3,7,2,7,4,20.0,0.0,10.5,9.333333333333332
13.0,M,46,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,20.0,2.0,20.0,0,0,4,1,0,4,2,2,1,5,1,1,1,5,1,7,2,7,2,7,3,0.0,0.0,9.333333333333332,16.333333333333336
14.0,M,32,10,1,1,40,1,5,5,2,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,1,1,3,3,3,2,1,1,3,1,1,1,0,0,5,1,5,1,5,1,0.0,0.0,0.0,7.0
15.0,H,43,10,1,1,48,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,2,2,2,1,1,1,5,3,2,2,4,2,3,2,5,2,5,1,0.0,0.0,0.0,14.0
16.0,M,38,10,1,1,48,0,5,5,1,2,7,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,2,3,3,1,1,2,5,2,1,1,6,2,2,2,3,2,6,2,0.0,0.0,0.0,14.0
17.0,H,50,10,1,1,48,0,5,3,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,3,1,2,3,2,1,2,7,2,3,1,7,1,2,1,3,1,7,2,0.0,0.0,0.0,7.0
18.0,M,40,1,1,1,48,0,5,5,2,2,6,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,4,1,0,2,1,1,1,3,2,1,1,3,1,4,1,2,1,7,7,0.0,0.0,0.0,7.0
19.0,H,22,10,9,9,0,0,9,9,9,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5.0,2,0,2,2,0,5,1.0,0.0,6.0,30.0,1,0,1,3,4,4,1,1,1,3,3,2,1,3,2,4,1,7,1,7,3,10.0,4.0,5.0,45.5
20.0,M,37,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3.0,3,30,0,0,0,5,2.0,30.0,3.0,0.0,0,0,4,1,0,7,1,2,1,7,1,1,1,6,1,7,2,7,1,7,3,10.5,0.0,12.5,21.0
21.0,H,45,10,1,1,35,0,5,5,3,1,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3.0,1,30,2,1,30,4,1.0,20.0,5.0,0.0,0,0,4,1,0,4,1,1,1,2,1,1,1,5,1,7,1,7,1,7,4,4.5,3.0,5.333333333333333,35.0
22.0,H,48,10,1,4,32,2,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,7,1.0,0.0,4.0,30.0,1,1,1,1,0,7,1,2,1,7,1,1,1,7,1,7,3,7,2,7,4,0.0,0.0,7.0,31.5
23.0,H,39,10,1,1,48,2,1,1,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4.0,0,0,0,0,0,5,1.0,30.0,3.0,30.0,0,0,3,2,3,6,1,1,1,5,2,1,1,4,1,7,1,7,1,7,4,0.0,0.0,7.5,24.5
24.0,M,42,1,1,2,32,0,5,5,1,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,4,1.0,30.0,4.0,30.0,0,0,4,1,0,4,1,1,2,5,1,1,1,7,3,7,2,7,2,7,4,0.0,0.0,6.0,31.5
25.0,H,43,10,1,5,49,1,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,3,1,0,2,1.0,0.0,5.0,30.0,0,0,4,1,0,7,2,2,1,5,4,2,2,7,3,2,2,7,2,7,3,0.0,3.0,2.0,38.5
26.0,M,45,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,0,0,0,5,,,3.0,0.0,0,0,4,1,0,7,1,1,1,6,3,3,1,4,1,7,3,7,2,7,2,0.0,0.0,4.01,21.0
27.0,M,18,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,3,0,2,2,30,7,1.0,0.0,2.0,30.0,0,1,4,1,0,4,2,1,1,5,2,1,1,6,2,6,1,7,1,7,3,6.0,5.0,7.0,17.5
28.0,H,38,10,1,3,40,1,5,2,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,5.0,4,30,5,4,30,5,2.0,30.0,6.0,0.0,0,0,4,2,2,7,1,2,3,7,5,2,1,6,2,7,1,7,1,7,3,22.5,22.5,12.5,42.0
29.0,M,19,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0.0,0,0,0,0,0,5,0.0,6.0,6.0,0.0,0,1,4,3,3,3,1,1,1,1,1,1,1,3,2,4,2,7,3,7,6,0.0,0.0,0.5,42.0
30.0,M,45,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,1,4,4,3,2,1,2,3,2,1,2,3,3,6,2,7,2,7,2,0.0,0.0,0.0,21.0
31.0,M,35,10,1,1,18,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,5,1,0,0,0.0,0.0,8.0,0.0,0,0,1,3,4,5,1,1,2,3,1,1,1,2,1,6,2,7,2,7,2,0.0,5.0,0.0,56.0
32.0,H,65,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,2,4,0,1,0.0,10.0,6.0,0.0,0,0,2,2,1,6,1,2,1,3,2,1,2,3,2,6,2,7,2,7,1,0.0,8.0,0.16666666666666666,42.0
33.0,M,16,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,1,1,0,0,0,4,4,4,2,0.0,0,0,7,0,30,0,0.0,0.0,3.0,0.0,0,0,4,1,0,3,1,2,1,2,1,1,1,2,1,2,1,7,2,7,3,0.0,3.5,0.0,21.0
34.0,M,30,10,9,9,0,0,9,9,9,2,9,0,0,0,0,0,0,0,0,0,0,4,4,4,2,5.0,1,0,5,1,0,0,0.0,0.0,1.0,0.0,1,0,1,2,2,3,1,2,1,2,1,2,1,3,2,4,2,7,2,6,2,5.0,5.0,0.0,7.0
35.0,H,28,10,1,3,48,2,3,3,2,2,7,0,0,0,0,0,0,0,0,0,0,3,4,4,1,1.0,0,30,0,0,0,3,0.0,30.0,3.0,0.0,0,1,3,2,3,1,1,1,1,3,2,1,1,1,1,7,2,7,2,7,7,0.5,0.0,1.5,21.0
36.0,H,38,10,1,4,48,1,4,4,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,5.0,3,0,0,0,0,7,1.0,30.0,1.0,20.0,1,1,1,1,0,7,1,2,1,4,1,1,1,5,1,5,2,7,1,7,3,15.0,0.0,10.5,9.333333333333332
37.0,H,50,10,1,1,40,0,5,5,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,7,1.0,30.0,4.0,45.0,0,0,2,1,0,7,1,2,1,4,1,1,1,4,2,5,2,7,1,7,3,0.0,0.0,10.5,33.25
38.0,H,27,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3.0,1,0,0,0,0,7,2.0,40.0,3.0,40.0,1,1,1,1,0,7,2,2,1,1,1,1,1,2,1,5,1,7,1,7,3,3.0,0.0,18.666666666666664,25.666666666666664
39.0,H,43,1,1,5,48,1,1,1,3,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5.0,4,30,3,1,30,7,1.0,0.0,2.0,40.0,0,0,3,2,1,7,2,2,1,4,2,2,2,7,2,7,2,7,2,7,4,22.5,4.5,7.0,18.666666666666664
40.0,H,40,10,1,1,30,0,5,5,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,0.0,40.0,1.0,30.0,1,1,1,2,2,5,1,1,1,4,1,1,1,3,1,6,2,7,2,7,3,0.0,0.0,4.666666666666666,10.5
41.0,H,21,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,0,7,2.0,30.0,3.0,0.0,0,1,1,1,0,6,1,1,1,6,2,1,1,7,1,7,3,7,1,7,2,0.0,3.0,17.5,21.0
42.0,H,48,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,1,2.0,30.0,3.0,0.0,0,0,1,1,0,7,3,1,1,4,2,1,1,7,1,7,1,7,1,7,4,0.0,0.0,2.5,21.0
43.0,H,80,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,2,1.0,30.0,4.0,0.0,0,0,4,1,0,7,1,2,1,4,2,1,1,6,1,6,3,7,1,7,4,0.0,0.0,3.0,28.0
44.0,M,19,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,2,0,0,0,0,7,2.0,30.0,2.0,30.0,1,1,4,1,0,5,1,1,1,5,2,1,1,7,3,7,1,7,2,7,5,4.0,0.0,17.5,17.5
45.0,M,33,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2.0,2,30,1,2,0,7,2.0,30.0,2.0,30.0,1,1,1,1,0,5,1,1,1,5,2,2,2,7,3,7,1,7,2,7,4,5.0,2.0,17.5,17.5
46.0,H,63,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,6,1.0,20.0,0.0,30.0,0,0,4,1,0,5,1,2,1,4,1,1,1,4,2,6,2,7,2,7,4,0.0,0.0,8.0,3.5
47.0,M,40,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3.0,1,20,4,0,20,7,1.0,30.0,0.0,20.0,0,0,3,1,0,7,1,2,1,4,1,1,2,3,3,7,3,7,2,7,4,4.0,1.3333333333333333,10.5,2.333333333333333
48.0,H,21,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,30.0,3.0,30.0,0,1,1,1,0,6,2,2,1,5,2,1,1,3,3,7,4,7,2,7,4,0.0,0.0,10.5,24.5
49.0,M,48,1,1,1,35,0,5,5,1,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,1,20,2,1,20,7,1.0,15.0,6.0,40.0,0,0,4,1,0,7,2,1,1,7,1,1,1,7,2,7,2,7,2,7,4,2.6666666666666665,2.6666666666666665,8.75,46.66666666666667
50.0,M,37,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,0.0,30.0,0.0,20.0,1,0,1,1,0,7,2,2,1,7,1,1,1,7,2,7,3,7,2,7,4,0.0,0.0,3.5,2.333333333333333
51.0,H,62,1,9,9,0,0,9,9,9,4,6,0,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,6.0,30.0,0,0,1,3,2,4,1,1,1,7,1,1,1,6,1,7,1,7,1,7,2,0.0,0.0,0.0,45.5
52.0,M,50,10,9,9,0,0,9,9,9,2,6,1,1,0,0,0,0,0,0,0,0,4,4,3,3,0.0,0,0,0,0,0,4,1.0,15.0,8.0,15.0,0,0,4,1,0,7,1,0,0,7,1,1,1,6,1,2,1,7,1,7,4,0.0,0.0,5.0,57.75
53.0,M,23,10,1,1,16,1,5,5,3,5,7,0,0,0,0,0,1,1,0,0,0,3,4,2,2,2.0,2,0,2,1,0,7,2.0,0.0,6.0,30.0,1,0,1,3,3,5,1,0,0,7,1,2,1,7,1,7,2,7,2,7,4,4.0,2.0,14.0,45.5
54.0,M,30,10,1,5,70,2,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0.0,0,0,0,0,0,6,1.0,20.0,8.0,40.0,1,0,4,2,2,7,1,1,1,3,1,1,1,3,2,7,1,7,1,7,4,0.0,0.0,8.0,60.666666666666664
55.0,H,60,10,9,9,0,0,9,9,9,2,7,1,1,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0,0,4,1,0,7,2,2,1,7,1,0,0,7,1,0,0,7,1,7,2,0.0,0.0,0.0,70.0
56.0,M,47,1,1,1,48,0,2,2,3,4,6,1,0,0,0,0,0,0,0,0,0,2,3,2,2,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,1,3,2,2,7,1,1,1,7,2,1,1,7,1,7,1,7,2,7,4,0.0,0.0,0.0,28.0
57.0,H,50,10,1,4,70,3,3,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,,,0,1,4,2,2,7,2,2,1,4,1,1,0,5,1,7,1,7,2,7,2,0.0,0.0,0.0,28.0
58.0,M,60,10,9,9,0,0,9,9,9,4,5,1,0,0,0,0,0,0,0,0,0,4,3,3,1,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0,0,2,1,0,4,1,4,1,2,2,0,0,3,2,0,0,7,2,7,7,0.0,0.0,0.0,49.0
59.0,M,53,10,9,9,0,0,9,9,9,2,8,0,1,0,0,0,0,0,0,1,0,4,4,4,1,0.0,0,0,0,0,0,4,6.0,30.0,6.0,30.0,0,0,4,1,0,7,2,1,1,7,3,1,2,3,2,5,1,7,1,7,3,0.0,0.0,26.0,45.5
60.0,H,55,10,1,1,45,0,5,5,3,2,7,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,9.0,0.0,1,0,1,1,0,7,1,0,0,2,1,0,0,0,0,7,3,7,4,7,2,0.0,0.0,0.0,63.0
61.0,M,65,1,1,1,54,0,1,1,3,2,8,1,1,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,7,1.0,20.0,8.0,30.0,0,0,4,2,1,7,1,1,1,7,3,1,2,7,4,4,1,7,2,7,3,0.0,0.0,9.333333333333332,59.5
62.0,M,36,10,9,9,0,0,9,9,9,2,9,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,3,0.0,15.0,3.0,20.0,0,0,4,1,0,6,2,2,1,7,1,1,1,7,1,7,1,7,1,7,6,0.0,0.0,0.75,23.333333333333336
63.0,H,44,10,1,1,54,2,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,40.0,0,0,2,1,0,2,1,2,1,5,1,0,0,5,1,5,1,7,2,7,2,0.0,0.0,0.0,25.666666666666664
64.0,H,38,10,1,5,35,2,5,3,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,4,1.0,15.0,3.0,20.0,1,1,1,3,5,4,1,1,1,6,1,1,1,5,2,6,2,6,1,5,1,0.0,0.0,5.0,23.333333333333336
65.0,M,28,10,9,9,0,0,9,9,9,1,6,0,0,0,0,0,0,0,0,0,0,2,4,4,1,5.0,2,40,0,0,0,5,1.0,30.0,4.0,20.0,0,0,4,3,4,5,1,1,1,5,3,1,1,5,1,5,2,5,2,5,2,13.333333333333334,0.0,7.5,30.333333333333332
66.0,H,28,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0.0,0,0,0,0,0,3,1.0,30.0,5.0,30.0,0,0,4,1,0,4,1,1,1,4,1,1,1,3,1,5,1,5,1,5,1,0.0,0.0,4.5,38.5
67.0,M,55,10,1,1,40,0,5,5,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,2,1.0,0.0,8.0,0.0,0,0,4,1,0,7,1,2,1,7,1,1,1,7,1,7,1,7,1,7,1,0.0,0.0,2.0,56.0
68.0,M,32,10,1,1,48,0,5,5,1,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,4,0.0,0.0,,,0,0,4,1,0,7,1,1,2,3,2,1,1,2,2,6,1,6,1,4,1,0.0,0.0,0.0,28.0
69.0,H,25,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,0.0,5.0,0.0,0,0,4,1,0,7,1,7,1,7,2,7,1,7,1,7,1,7,1,7,3,0.0,0.0,7.0,35.0
70.0,M,50,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,3,2,2,3,1,2,1,1,2,1,3,1,3,4,0.0,0.0,0.0,14.0
71.0,M,53,10,1,1,42,0,5,3,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,4,1,0,7,4,7,1,7,2,7,1,7,1,7,1,7,2,7,3,0.0,0.0,0.0,7.0
72.0,M,52,10,1,1,40,2,5,3,2,2,7,1,0,1,0,0,0,1,0,0,0,3,4,4,1,0.0,0,0,0,0,0,5,1.0,20.0,4.0,15.0,0,0,4,1,0,3,2,2,1,4,3,2,1,2,1,3,2,7,2,7,1,0.0,0.0,6.666666666666666,29.75
73.0,M,58,10,9,9,0,0,9,9,9,5,5,1,0,0,0,0,0,0,0,0,0,3,4,4,2,0.0,0,0,0,0,0,3,2.0,20.0,4.0,30.0,1,0,1,1,0,2,1,1,1,5,4,2,1,3,2,7,5,7,2,5,1,0.0,0.0,7.0,31.5
74.0,H,66,1,1,4,42,0,5,5,3,2,8,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0.0,0,0,0,0,0,6,2.0,15.0,3.0,20.0,0,1,4,1,0,1,2,2,1,2,2,1,1,1,2,3,2,7,2,4,1,0.0,0.0,13.5,23.333333333333336
75.0,H,53,10,1,1,40,2,5,4,3,2,6,0,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,4,1.0,20.0,3.0,20.0,0,0,4,2,4,3,2,2,1,7,1,2,1,7,2,7,2,7,2,7,1,0.0,0.0,5.333333333333333,23.333333333333336
76.0,M,35,10,1,1,20,0,5,5,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,6.0,1,30,4,1,30,5,1.0,20.0,2.0,15.0,0,0,4,1,0,6,1,1,1,6,2,2,1,2,1,6,2,6,2,7,1,9.0,6.0,6.666666666666666,15.75
77.0,M,48,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,7,0.0,40.0,6.0,0.0,0,0,4,1,0,7,1,1,1,7,1,0,0,7,1,4,1,7,2,7,4,0.0,0.0,4.666666666666666,42.0
78.0,H,36,10,1,1,112,2,5,5,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,0,0,0,7,0.0,30.0,4.0,30.0,0,1,1,2,1,5,1,1,1,4,1,1,1,3,1,7,1,7,3,7,4,0.0,0.0,3.5,31.5
79.0,H,51,10,1,1,84,2,5,5,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4.0,0,30,4,0,30,7,0.0,30.0,4.0,0.0,0,0,4,2,2,7,1,0,0,0,0,0,0,6,2,7,2,7,3,7,2,2.0,2.0,3.5,28.0
80.0,M,39,10,9,9,0,0,9,9,9,2,8,0,1,0,0,0,0,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,0.0,4.0,0.0,1,1,1,3,4,6,1,0,0,6,1,0,0,4,2,4,1,7,1,7,3,0.0,0.0,7.0,28.0
81.0,M,39,1,1,1,40,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7.0,1,0,7,1,0,7,0.0,30.0,7.0,0.0,0,0,4,3,1,7,2,1,1,7,1,1,1,7,2,7,1,7,2,7,4,7.0,7.0,3.5,49.0
82.0,H,56,4,1,1,36,0,5,5,3,2,8,1,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,0.0,30.0,4.0,0.0,0,0,4,2,2,7,1,1,1,1,1,3,1,0,0,7,1,7,3,7,1,0.0,0.0,3.5,28.0
83.0,H,58,10,9,9,0,0,9,9,9,1,8,1,1,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,0.0,20.0,6.0,0.0,0,0,2,1,0,7,1,2,1,7,1,1,1,7,2,7,1,7,2,7,2,0.0,0.0,2.333333333333333,42.0
84.0,M,26,10,9,9,0,0,9,9,9,1,9,0,0,0,0,0,0,0,0,0,0,4,4,4,2,7.0,1,0,7,1,0,7,1.0,20.0,0.0,30.0,0,0,4,2,2,7,2,0,0,7,1,0,0,7,2,0,0,7,1,7,3,7.0,7.0,9.333333333333332,3.5
85.0,M,32,10,9,9,0,0,9,9,9,1,8,0,0,0,0,0,0,0,0,0,0,3,4,4,3,7.0,1,0,0,0,0,7,1.0,0.0,1.0,0.0,0,0,4,1,0,7,2,0,0,7,1,0,0,0,0,0,0,7,1,7,6,7.0,0.0,7.0,7.0
86.0,M,76,1,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,1.0,0.0,0.0,30.0,0,0,4,2,1,7,1,1,1,7,1,1,1,7,1,7,1,7,1,7,3,0.0,0.0,7.0,3.5
87.0,M,45,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,6.0,1,30,0,0,0,7,2.0,20.0,1.0,30.0,0,0,4,1,0,7,2,2,1,6,2,1,1,7,3,7,3,7,2,7,4,9.0,0.0,16.333333333333336,10.5
88.0,M,50,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,7.0,1,20,0,0,0,7,1.0,30.0,1.0,20.0,0,0,4,1,0,6,1,2,1,5,1,1,1,6,1,7,3,7,2,7,4,9.333333333333334,0.0,10.5,9.333333333333332
89.0,M,40,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,7.0,1,20,3,1,15,7,1.0,20.0,0.0,39.0,1,1,1,1,0,6,1,2,1,6,1,1,1,7,2,7,2,7,2,7,4,9.333333333333334,3.75,9.333333333333332,4.55
90.0,H,19,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,7.0,3,15,6,1,15,7,2.0,30.0,3.0,30.0,1,1,1,2,1,7,1,2,2,7,4,1,1,7,2,7,4,7,2,7,4,22.75,7.5,17.5,24.5
91.0,H,30,10,1,5,56,2,5,5,1,2,5,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,1,1,1,3,3,7,3,1,1,7,2,1,1,7,3,7,2,7,2,7,8,0.0,0.0,0.0,28.0
